address,as_of_date,city,phone,state,location_id,store_services,title,url,zipcode,postcode,latitude,longitude,has_next_gen,is_flagship,has_pickup,has_curbside,has_same_day,has_balloon_delivery,has_helium,num_omni_features,nearest_neighbor_miles,stores_within_3_miles,stores_within_6_miles,cluster
116 Danada Square West,2024-10-07,Wheaton,(630) 480-6747,Illinois,197,In-Store Shopping | Helium,Danada Square West Mall,https://stores.partycity.com/us/il/wheaton/party-store-pc197.html,60187,60187,41.8311153,-88.1078905,False,False,False,False,False,False,True,False,6.9714449436854355,0,0,1
2203 S Promenade Blvd,2024-10-07,Rogers,(479) 340-0147,Arkansas,1160,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Pinnacle Hills Plaza,https://stores.partycity.com/us/ar/rogers/party-store-pc1160.html,72758,72758,36.3051311,-94.1743158,False,False,True,True,True,True,True,True,12.389866849476054,0,0,0
5566 E Broadway Boulevard,2024-10-07,Tucson,(520) 600-5585,Arizona,944,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Broadway Commons,https://stores.partycity.com/us/az/tucson/party-store-pc944.html,85711,85711,32.2211159,-110.8734531,False,False,True,True,True,True,True,True,8.169210517009798,0,0,0
220 Maine Mall Road,2024-10-07,South Portland,(207) 544-6250,Maine,6019,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Dick's Sporting Goods Plaza,https://stores.partycity.com/us/me/southportland/party-store-pc6019.html,4106,4106,43.63809,-70.333085,False,False,True,True,True,True,True,True,68.82551137978164,0,0,0
6866 West Kellogg Drive,2024-10-07,Wichita,(316) 243-9222,Kansas,937,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Westgate Market,https://stores.partycity.com/us/ks/wichita/party-store-pc937.html,67209,67209,37.6733384,-97.4227566,False,False,True,True,True,True,True,True,10.915064722944098,0,0,0
8703 Hardegan Street,2024-10-07,Indianapolis,(317) 829-9033,Indiana,5148,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Hardegan Street,https://stores.partycity.com/us/in/indianapolis/party-store-pc5148.html,46227,46227,39.6398546,-86.1250041,False,False,True,True,True,True,True,True,12.094080792892141,0,0,0
1171 N. National Avenue,2024-10-07,Columbus,(812) 799-2813,Indiana,813,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Clifty Crossing Shopping Center,https://stores.partycity.com/us/in/columbus/party-store-pc813.html,47201,47201,39.2136393,-85.8776867,False,False,True,True,True,True,True,True,32.24340079834881,0,0,0
305 Lewis and Clark Parkway,2024-10-07,Clarksville,(812) 748-2755,Indiana,5178,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Clark Station,https://stores.partycity.com/us/in/clarksville/party-store-pc5178.html,47129,47129,38.3061831,-85.7767398,False,False,True,True,True,True,True,True,10.340372394490261,0,0,0
2010 SE Delaware Avenue,2024-10-07,Ankeny,(515) 809-5364,Iowa,5329,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Delaware Centre II,https://stores.partycity.com/us/ia/ankeny/party-store-pc5329.html,50021,50021,41.7104194,-93.5823765,False,False,True,True,True,True,True,True,15.028088998807439,0,0,0
3140 East Prien Lake,2024-10-07,Lake Charles,(337) 426-1253,Louisiana,633,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,E Prien Lake,https://stores.partycity.com/us/la/lakecharles/party-store-pc633.html,70615,70615,30.1968759,-93.1724357,False,False,True,True,True,True,True,True,52.284622989483815,0,0,0
1500 Rockville Pike,2024-10-07,Rockville,(301) 637-7099,Maryland,1093,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Congressional Plaza,https://stores.partycity.com/us/md/rockville/party-store-pc1093.html,20852,20852,39.0653986,-77.1259655,False,False,True,True,True,True,True,True,4.485121792690906,0,1,0
5600 Urbana Pike,2024-10-07,Frederick,(240) 236-9792,Maryland,1095,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Key Plaza,https://stores.partycity.com/us/md/frederick/party-store-pc1095.html,21704,21704,39.3863879,-77.4047483,True,True,True,True,True,True,True,True,20.180427710356476,0,0,2
9952 York Road,2024-10-07,Cockeysville,(443) 318-2383,Maryland,5503,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Church Lane Center,https://stores.partycity.com/us/md/cockeysville/party-store-pc5503.html,21030,21030,39.4630025,-76.6360309,False,False,True,True,True,True,True,True,6.442330645567126,0,0,0
2918 Tittabawassee Road,2024-10-07,Saginaw,(989) 607-2002,Michigan,849,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Saginaw Square,https://stores.partycity.com/us/mi/saginaw/party-store-pc849.html,48604,48604,43.4829872,-83.972938,False,False,True,True,True,True,True,True,36.423915392611974,0,0,0
14026 Shoppers Best Way,2024-10-07,Woodbridge,(703) 398-1484,Virginia,1186,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Smoke Town Plaza,https://stores.partycity.com/us/va/woodbridge/party-store-pc1186.html,22192,22192,38.6502327,-77.2996388,False,False,True,True,True,True,True,True,10.755582661573953,0,0,0
2708 Southwest Parkway,2024-10-07,Wichita Falls,(940) 276-1214,Texas,1131,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Crossroads Center,https://stores.partycity.com/us/tx/wichitafalls/party-store-pc1131.html,76308,76308,33.8590914,-98.5339099,False,False,True,True,True,True,True,True,94.55132206678482,0,0,0
10111 East 71st Street,2024-10-07,Tulsa,(918) 948-9618,Oklahoma,1161,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Mingo Market Place,https://stores.partycity.com/us/ok/tulsa/party-store-pc1161.html,74133,74133,36.06221050000001,-95.8636597,False,False,True,True,True,True,True,True,4.263247412619736,0,1,0
3409 Erie Boulvard East,2024-10-07,Syracuse,(315) 883-8198,New York,5258,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Marshall's Plaza,https://stores.partycity.com/us/ny/syracuse/party-store-pc5258.html,13214,13214,43.0469279,-76.06475460000001,False,False,True,True,True,True,True,True,5.922260784553299,0,1,0
3098 Long Beach Road,2024-10-07,Oceanside,(516) 543-3328,New York,409,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Long Beach Rd,https://stores.partycity.com/us/ny/oceanside/party-store-pc409.html,11572,11572,40.6367755,-73.64120340000001,False,False,True,True,True,True,True,True,4.428036408689329,0,2,0
145 Galleria Drive,2024-10-07,Cheektowaga,(716) 235-5631,New York,1224,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Galleria Drive,https://stores.partycity.com/us/ny/cheektowaga/party-store-pc1224.html,14225,14225,42.9155408,-78.75540560000002,False,False,True,True,True,True,True,True,5.7784695960843955,0,1,0
4408 Milestrip Road,2024-10-07,Blasdell,(716) 200-4930,New York,1230,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,BJ's Plaza,https://stores.partycity.com/us/ny/blasdell/party-store-pc1230.html,14219,14219,42.7906227,-78.8135537,False,False,True,True,True,True,True,True,9.11455061417445,0,0,0
8081 Brier Creek Parkway,2024-10-07,Raleigh,(984) 232-7961,North Carolina,1030,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Brier Creek Commons,https://stores.partycity.com/us/nc/raleigh/party-store-pc1030.html,27617,27617,35.9096229,-78.78113499999999,True,True,True,True,True,True,True,True,10.395979554223768,0,0,2
703 SE Greenville Blvd,2024-10-07,Greenville,(252) 375-8442,North Carolina,995,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Greenville Square,https://stores.partycity.com/us/nc/greenville/party-store-pc995.html,27858,27858,35.5864898,-77.37047369999999,False,False,True,True,True,True,True,True,68.5130534031576,0,0,0
5408 Sapp Road,2024-10-07,Greensboro,(336) 698-4339,North Carolina,1060,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Wendover Place,https://stores.partycity.com/us/nc/greensboro/party-store-pc1060.html,27409,27409,36.0555767,-79.905686,False,False,True,True,True,True,True,True,5.737682184188514,0,1,0
3686 East Franklin Boulevard,2024-10-07,Gastonia,(980) 285-3826,North Carolina,1064,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Franklin Square III,https://stores.partycity.com/us/nc/gastonia/party-store-pc1064.html,28054,28054,35.2609382,-81.11516859999999,False,False,True,True,True,True,True,True,15.210186346364397,0,0,0
9320 Center Lake Drive,2024-10-07,Charlotte,(980) 236-0285,North Carolina,1070,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,North Lake Commons,https://stores.partycity.com/us/nc/charlotte/party-store-pc1070.html,28216,28216,35.3495463,-80.85538749999999,False,False,True,True,True,True,True,True,11.082850189650305,0,0,0
9525 Westheimer Street,2024-10-07,Houston,(713) 977-3177,Texas,23,In-Store Shopping | In-Store Pickup | Curbside Pickup | Helium,Tanglewilde Center,https://stores.partycity.com/us/tx/houston/party-store-pc23.html,77063,77063,29.7360556,-95.5336366,False,False,True,True,False,False,True,True,5.620619039487708,0,1,0
305 E. Trenton Road,2024-10-07,Edinburg,(956) 587-5866,Texas,811,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Edinburg Shoppe,https://stores.partycity.com/us/tx/edinburg/party-store-pc811.html,78539,78539,26.2638874,-98.1703058,False,False,True,True,True,True,True,True,5.941563052229746,0,1,0
28640 Highway 290,2024-10-07,Cypress,(281) 213-0860,Texas,931,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Fairfield Town Center,https://stores.partycity.com/us/tx/cypress/party-store-pc931.html,77433,77433,29.9935385,-95.7479613,False,False,True,True,True,True,True,True,9.403686475130577,0,0,0
5601 Brodie Lane,2024-10-07,Austin,(512) 892-2721,Texas,363,In-Store Shopping | Helium,Sunset Valley Village,https://stores.partycity.com/us/tx/austin/party-store-pc363.html,78745,78745,30.2264148,-97.8194978,False,False,False,False,False,False,True,False,4.788491293646169,0,1,1
1410 Towne Square Blvd NW,2024-10-07,Roanoke,(540) 427-6913,Virginia,1122,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Roanoke Towne Square,https://stores.partycity.com/us/va/roanoke/party-store-pc1122.html,24012,24012,37.3173101,-79.961694,True,True,True,True,True,True,True,True,43.71164134473158,0,0,2
2617 196th St SW,2024-10-07,Lynnwood,(206) 388-4481,Washington,1193,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,196th St SW,https://stores.partycity.com/us/wa/lynnwood/party-store-pc1193.html,98036,98036,47.82139369999999,-122.269082,False,False,True,True,True,True,True,True,6.69656947123958,0,0,0
31417 Pacific Highway South,2024-10-07,Federal Way,(206) 651-3002,Washington,672,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Celebration Center,https://stores.partycity.com/us/wa/federalway/party-store-pc672.html,98003,98003,47.3204655,-122.3155032,False,False,True,True,True,True,True,True,9.188600801317419,0,0,0
2142 Miamisburg-Centerville Rd,2024-10-07,Dayton,(937) 741-5058,Ohio,4140,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,South Towne Centre,https://stores.partycity.com/us/oh/dayton/party-store-pc4140.html,45459,45459,39.63242959999999,-84.2103406,False,False,True,True,True,True,True,True,12.663156301364781,0,0,0
2720 Towne Drive,2024-10-07,Beavercreek,(937) 741-5043,Ohio,5275,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Shoppes at Beavercreek,https://stores.partycity.com/us/oh/beavercreek/party-store-pc5275.html,45431,45431,39.7675626,-84.0495359,False,False,True,True,True,True,True,True,8.592867468053843,0,0,0
9002 North 121st East Avenue,2024-10-07,Owasso,(918) 376-3147,Oklahoma,991,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Smith Farm Marketplace,https://stores.partycity.com/us/ok/owasso/party-store-pc991.html,74055,74055,36.2879624,-95.8465272,False,False,True,True,True,True,True,True,13.145886949010285,0,0,0
6413 SW 3rd Street,2024-10-07,Oklahoma City,(405) 212-3391,Oklahoma,1079,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Westgate Marketplace,https://stores.partycity.com/us/ok/oklahomacity/party-store-pc1079.html,73128,73128,35.4631441,-97.6269269,False,False,True,True,True,True,True,True,11.177026234086586,0,0,0
2201 Cottman Avenue,2024-10-07,Philadelphia,(267) 807-0815,Pennsylvania,1171,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Great Northeast Plaza,https://stores.partycity.com/us/pa/philadelphia/party-store-pc1171.html,19149,19149,40.0483481,-75.0601856,False,False,True,True,True,True,True,True,4.381103862776333,0,2,0
7800 North Rivers Avenue,2024-10-07,North Charleston,(843) 277-8661,South Carolina,5523,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,North Rivers Marketplace,https://stores.partycity.com/us/sc/northcharleston/party-store-pc5523.html,29406,29406,32.9458293,-80.0389965,False,False,True,True,True,True,True,True,9.521611849681197,0,0,0
6622 Charlotte Pike,2024-10-07,Nashville,(615) 490-9686,Tennessee,1197,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Nashville West Shopping Center,https://stores.partycity.com/us/tn/nashville/party-store-pc1197.html,37209,37209,36.1384966,-86.8835764,False,False,True,True,True,True,True,True,12.39520023234077,0,0,0
1630 Galleria Boulevard,2024-10-07,Brentwood,(615) 490-9676,Tennessee,1195,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Cool Springs Pointe,https://stores.partycity.com/us/tn/brentwood/party-store-pc1195.html,37027,37027,35.9691541,-86.8092454,False,False,True,True,True,True,True,True,12.39520023234077,0,0,0
1001 Bay Area Boulevard,2024-10-07,Webster,(281) 724-2188,Texas,761,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Bay Area Boulevard,https://stores.partycity.com/us/tx/webster/party-store-pc761.html,77598,77598,29.5403719,-95.1376689,False,False,True,True,True,True,True,True,5.389660129475439,0,1,0
3060 South 31st Street,2024-10-07,Temple,(254) 207-0689,Texas,1165,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Marketplace Shopping Center,https://stores.partycity.com/us/tx/temple/party-store-pc1165.html,76502,76502,31.0709044,-97.3713237,False,False,True,True,True,True,True,True,21.129301100896345,0,0,0
13419 San Pedro Avenue,2024-10-07,San Antonio,(210) 490-1109,Texas,24,In-Store Shopping | Helium,San Pedro Square,https://stores.partycity.com/us/tx/sanantonio/party-store-pc24.html,78216,78216,29.56477,-98.4839464,False,False,False,False,False,False,True,False,8.31078507552601,0,0,1
10628 Culebra Road,2024-10-07,San Antonio,(210) 256-7000,Texas,217,In-Store Shopping | Helium,Culebra Market,https://stores.partycity.com/us/tx/sanantonio/party-store-pc217.html,78251,78251,29.4903109,-98.7011513,False,False,False,False,False,False,True,False,6.725129292402802,0,0,1
2601 South Hwy 35,2024-10-07,Round Rock,(512) 200-9605,Texas,652,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Boardwalk Plaza,https://stores.partycity.com/us/tx/roundrock/party-store-pc652.html,78664,78664,30.684355,-97.661365,False,False,True,True,True,True,True,True,17.072966325239413,0,0,0
5466 West Grand Parkway South,2024-10-07,Richmond,(281) 725-6423,Texas,757,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Shops at Bella Terra,https://stores.partycity.com/us/tx/richmond/party-store-pc757.html,77406,77406,29.6942283,-95.7763606,False,False,True,True,True,True,True,True,6.932635064414847,0,0,0
6935 Southland Drive,2024-10-07,Middleburg Heights,(440) 613-0880,Ohio,5217,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Southland Center,https://stores.partycity.com/us/oh/middleburgheights/party-store-pc5217.html,44130,44130,41.3778532,-81.7904069,False,False,True,True,True,True,True,True,6.237046098992422,0,0,0
3737 W Market St,2024-10-07,Fairlawn,(234) 271-5614,Ohio,1159,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Shops of Fairlawn,https://stores.partycity.com/us/oh/fairlawn/party-store-pc1159.html,44333,44333,41.1367047,-81.6349316,False,False,True,True,True,True,True,True,18.506403427947422,0,0,0
8026 West Bell Road,2024-10-07,Glendale,(623) 257-4045,Arizona,941,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Arrowhead Towne Center,https://stores.partycity.com/us/az/glendale/party-store-pc941.html,85308,85308,33.639652,-112.2308417,True,True,True,True,True,True,True,True,7.526935523582379,0,0,2
50 West Joyce Boulevard,2024-10-07,Fayetteville,(479) 571-2147,Arkansas,321,In-Store Shopping | In-Store Pickup | Curbside Pickup | Helium,Joyce Plaza,https://stores.partycity.com/us/ar/fayetteville/party-store-pc321.html,72703,72703,36.1259909,-94.1568951,False,False,True,True,False,False,True,True,12.389866849476054,0,0,0
338 South Mountain Avenue,2024-10-07,Upland,(909) 297-1352,California,1509,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Mountain Square,https://stores.partycity.com/us/ca/upland/party-store-pc1509.html,91786,91786,34.0898092,-117.6682582,False,False,True,True,True,True,True,True,6.206036225209664,0,0,0
2826 El Camino Real,2024-10-07,Tustin,(657) 205-5810,California,548,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,The Market Place,https://stores.partycity.com/us/ca/tustin/party-store-pc548.html,92782,92782,33.7232962,-117.796979,False,False,True,True,True,True,True,True,5.341034933768031,0,2,0
1600 Saratoga Avenue,2024-10-07,San Jose,(408) 478-2133,California,546,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Westgate Mall,https://stores.partycity.com/us/ca/sanjose/party-store-pc546.html,95129,95129,37.2925802,-121.9881879,False,False,True,True,True,True,True,True,3.338258961971954,0,1,0
8330 Rio San Diego Drive,2024-10-07,San Diego,(619) 210-2313,California,1239,In-Store Shopping | In-Store Pickup | Helium,Rio San Diego Plaza,https://stores.partycity.com/us/ca/sandiego/party-store-pc1239.html,92108,92108,32.7751869,-117.1466042,False,False,True,False,False,False,True,True,3.7674604360141424,0,2,0
12076 Lakewood Boulevard,2024-10-07,Downey,(562) 392-8259,California,1521,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Downey Landing,https://stores.partycity.com/us/ca/downey/party-store-pc1521.html,90242,90242,33.9255869,-118.1268061,False,False,True,True,True,True,True,True,6.322774501291076,0,0,0
3087 Berlin Turnpike,2024-10-07,Newington,(860) 466-4179,Connecticut,575,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Newington,https://stores.partycity.com/us/ct/newington/party-store-pc575.html,6111,6111,41.66578459999999,-72.7226007,False,False,True,True,True,True,True,True,6.8675318530425145,0,0,0
1444 Pleasant Valley Road,2024-10-07,Manchester,(860) 783-4122,Connecticut,6071,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Buckland Hills Plaza,https://stores.partycity.com/us/ct/manchester/party-store-pc6071.html,6040,6040,41.8057938,-72.561797,True,True,True,True,True,True,True,True,6.111860549399205,0,0,2
17 Main Street,2024-10-07,East Hartford,(860) 466-4158,Connecticut,6062,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Putnam Bridge Plaza Shopping Center,https://stores.partycity.com/us/ct/easthartford/party-store-pc6062.html,6118,6118,41.728489,-72.6195058,False,False,True,True,True,True,True,True,6.111860549399205,0,0,0
15064 North Dale Mabry Highway,2024-10-07,Tampa,(813) 476-6004,Florida,5249,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,North Tampa,https://stores.partycity.com/us/fl/tampa/party-store-pc5249.html,33618,33618,28.0877836,-82.5058742,False,False,True,True,True,True,True,True,4.497202462304196,0,2,0
1474 West Grenada Boulevard,2024-10-07,Ormond Beach,(386) 888-3843,Florida,5245,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Ormond Town Square,https://stores.partycity.com/us/fl/ormondbeach/party-store-pc5245.html,32174,32174,29.2578096,-81.1087498,False,False,True,True,True,True,True,True,34.36055357871703,0,0,0
4024 Eastgate Drive,2024-10-07,Orlando,(407) 426-4829,Florida,424,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Millenia Crossing,https://stores.partycity.com/us/fl/orlando/party-store-pc424.html,32839,32839,28.4848565,-81.4260778,False,False,True,True,True,True,True,True,6.856539079639313,0,0,0
4189 NW Federal Highway,2024-10-07,Jensen Beach,(772) 946-9158,Florida,350,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Town Center Shoppes,https://stores.partycity.com/us/fl/jensenbeach/party-store-pc350.html,34957,34957,27.2569776,-80.2775601,False,False,True,True,True,True,True,True,8.24078125683658,0,0,0
"9400 Atlantic Blvd, Suite 23",2024-10-07,"Suite 23, Jacksonville",(904) 870-9464,Florida,1233,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,THE PARK AT REGENCY,https://stores.partycity.com/us/fl/jacksonville/party-store-pc1233.html,32225,32225,30.31830669999999,-81.55227239999999,False,False,True,True,True,True,True,True,10.905200577685047,0,0,0
